"state","year","margin","vote","class","termshouse","termssenate","dopen","population","presdemvoteshlag1","demvoteshlag1","demvoteshlag2","demvoteshfor1","demwinprv1","demwinprv2","dmidterm","dpresdem"
"New York",1932,17.213249,54.483898,3,0,4,0,3001000,47.43623,49.076385,46.48407,55.340122,1,1,0,0
"New York",1938,9.5659704,53.05859,3,0,7,0,3512000,58.845383,55.340122,55.773907,53.260578,1,1,1,1
"New York",1940,6.601757,47.419064,1,10,3,0,3456000,58.845383,54.483898,55.340122,53.05859,1,1,0,1
"New York",1946,-5.1618724,36.126682,1,0,1,1,3398000,52.308815,53.05859,53.260578,50.346405,1,1,1,1
"New York",1950,5.0677032,46.71793,3,0,2,0,14830000,45.007446,47.419064,53.05859,36.126682,0,1,1,1
"New York",1952,-19.085226,48.37487,1,0,4,0,15192000,45.007446,50.346405,47.419064,46.71793,1,0,0,1
"New York",1956,-6.5641403,40.141609,3,4,1,1,16112000,43.553535,36.126682,50.346405,48.37487,0,1,0,0
"New York",1958,-2.3740144,53.467186,1,6,1,1,16601000,38.791801,46.71793,36.126682,40.141609,0,0,1,0
"New York",1962,-17.237839,32.677452,3,4,4,0,17301000,52.532959,48.37487,46.71793,53.467186,0,0,1,1
"New York",1968,-17.003149,38.224899,3,4,7,0,18051000,68.559364,53.467186,40.141609,36.770977,1,0,0,1
"New York",1970,-2.1644979,54.157066,1,0,1,1,18241391,49.756069,32.677452,53.467186,38.224899,0,1,1,0
"New York",1974,-7.0959625,43.536133,3,4,10,0,18049775,40.296249,36.770977,32.677452,54.157066,0,0,1,0
"New York",1976,9.2718925,65.066017,1,0,1,0,17940541,40.296249,38.224899,36.770977,43.536133,0,0,0,0
"New York",1980,-1.3465047,38.42297,3,0,1,1,17558072,51.874344,54.157066,38.224899,65.066017,1,0,0,1
"New York",1982,30.908585,67.019737,1,0,4,0,17589738,43.921284,43.536133,54.157066,38.42297,0,1,1,0
"New York",1986,-14.604274,47.782677,3,0,4,0,17833419,45.830708,65.066017,43.536133,67.019737,1,0,1,0
"New York",1988,35.968746,55.19836,1,0,7,0,17941309,45.830708,38.42297,65.066017,47.782677,0,1,0,0
"New York",1992,-1.2509078,54.617245,3,0,7,0,18082032,51.619576,67.019737,38.42297,55.19836,1,0,0,0
"New York",1994,13.72863,55.27137,1,NA,NA,0,18156652,49.725525,47.782677,67.019737,54.617245,0,1,1,0
"New York",1998,10.535163,71.160866,3,NA,NA,0,18159175,59.469604,55.19836,47.782677,55.27137,1,0,1,0
"New York",2000,12.26548,67.00206,1,NA,NA,1,18977026,59.469604,54.617245,55.19836,71.160866,1,1,0,0
"New York",2004,46.916508,66.304443,3,NA,NA,0,19171567,60.212509,55.27137,54.617245,67.00206,1,1,0,0
"New York",2010,34.098904,NA,3,NA,NA,0,19378102,62.884289,67.00206,71.160866,NA,1,1,1,0
"Pennsylvania",1914,-22.79015,27.188438,3,0,10,0,8276000,32.489552,NA,NA,37.246834,NA,NA,1,1
"Pennsylvania",1922,-26.445475,33.997341,1,0,2,0,8982000,27.196285,27.188438,37.246834,43.11031,0,0,1,0
"Pennsylvania",1928,-30.380932,50.777035,1,0,5,0,9802000,19.079048,43.11031,29.59046,43.177044,0,0,0,0
"Pennsylvania",1932,-6.284791,44.415611,3,0,3,0,9764000,33.885036,33.997341,43.11031,50.777035,0,0,0,0
"Pennsylvania",1934,4.3206005,51.788078,1,0,1,0,9795000,45.325912,43.177044,33.997341,44.415611,0,0,1,1
"Pennsylvania",1938,-10.287446,49.98764,3,0,6,0,9952000,56.881077,50.777035,43.177044,51.788078,1,0,1,1
"Pennsylvania",1940,4.4251947,39.814377,1,0,4,0,9896000,56.881077,44.415611,50.777035,49.98764,0,1,0,1
"Pennsylvania",1944,0.63778758,47.738712,3,3,1,0,9214000,53.22842,51.788078,44.415611,39.814377,1,0,0,1
"Pennsylvania",1946,-19.442045,47.979218,1,0,1,0,9866000,51.135319,49.98764,51.788078,47.738712,1,1,1,1
"Pennsylvania",1950,-3.5597861,50.081764,3,0,1,0,10498000,46.914665,39.814377,49.98764,47.979218,0,1,1,1
"Pennsylvania",1952,-3.5950601,48.383148,1,0,4,0,10503000,46.914665,47.738712,39.814377,50.081764,0,0,0,1
"Pennsylvania",1956,0.39669573,51.064121,3,0,1,0,10972000,46.851856,47.979218,47.738712,48.383148,0,0,0,0
"Pennsylvania",1958,-2.8271704,49.11124,1,8,1,1,11058000,43.303127,50.081764,47.979218,51.064121,1,0,1,0
"Pennsylvania",1962,2.3664804,45.795029,3,0,4,0,11355000,51.058846,48.383148,50.081764,49.11124,0,1,1,1
"Pennsylvania",1964,-1.470387,45.379681,1,8,4,0,11519000,51.058846,51.064121,48.383148,45.795029,1,0,0,1
"Pennsylvania",1968,-6.1004934,45.894402,3,4,1,0,11741000,64.921318,49.11124,51.064121,45.379681,0,1,0,1
"Pennsylvania",1970,-6.0459256,46.784245,1,8,7,0,11800766,47.587158,45.795029,49.11124,45.894402,0,0,1,0
"Pennsylvania",1974,-7.1078005,48.039177,3,4,4,0,11870884,39.131313,45.379681,45.795029,46.784245,0,0,1,0
"Pennsylvania",1976,-5.6070032,39.204292,1,3,1,1,11897378,39.131313,45.894402,45.379681,48.039177,0,0,0,0
"Pennsylvania",1980,-2.4448128,42.869217,3,0,1,1,11863895,50.395679,46.784245,45.894402,39.204292,0,0,0,1
"Pennsylvania",1982,-20.073011,32.445488,1,3,4,0,11845146,42.475929,48.039177,46.784245,42.869217,0,0,1,0
"Pennsylvania",1986,-13.566822,46.330196,3,0,4,0,11782752,45.989178,39.204292,48.039177,32.445488,0,0,1,0
"Pennsylvania",1992,-2.7727544,34.787468,3,0,7,1,11980819,48.386742,32.445488,42.869217,46.920341,0,0,0,0
"Pennsylvania",1994,-2.4822383,45.509087,1,NA,NA,0,12042545,45.146164,46.330196,32.445488,34.787468,0,0,1,0
"Pennsylvania",1998,-26.55423,41.987442,3,NA,NA,0,12002329,49.173565,46.920341,46.330196,45.509087,0,0,1,0
"Pennsylvania",2000,-6.9069891,58.636581,1,NA,NA,0,12280548,49.173565,34.787468,46.920341,41.987442,0,0,0,0
"Pennsylvania",2006,17.353556,NA,1,NA,NA,0,12510809,50.923805,41.987442,45.509087,48.991505,0,0,1,0
"Pennsylvania",2010,-2.0169883,NA,3,NA,NA,1,12702379,54.650341,58.636581,41.987442,NA,1,0,1,0
"Illinois",1914,-1.6989291,26.819542,3,0,2,1,6109000,35.339169,NA,NA,44.918388,NA,NA,1,1
"Illinois",1924,-28.168396,64.020988,2,0,2,1,7215000,25.511583,26.819542,44.918388,43.11565,0,0,0,0
"Illinois",1930,33.290676,56.472076,2,1,4,1,7644000,42.228146,43.11565,35.36853,52.232506,0,0,1,0
"Illinois",1932,6.2106519,51.329823,3,1,1,0,7736000,42.228146,64.020988,43.11565,56.472076,1,0,0,0
"Illinois",1938,2.9951334,52.607624,3,2,1,1,7866000,57.713955,56.472076,52.232506,46.414555,1,1,1,1
"Illinois",1942,-6.8234262,55.066593,2,0,3,0,8057000,50.979187,51.329823,56.472076,52.607624,1,1,1,1
"Illinois",1944,5.5501847,45.757095,3,2,4,0,7719000,50.979187,46.414555,51.329823,55.066593,0,1,0,1
"Illinois",1948,10.453799,53.572582,2,0,1,0,8552000,51.522488,52.607624,46.414555,45.757095,1,0,0,1
"Illinois",1950,-8.125329,45.720066,3,8,1,0,8712000,50.067566,55.066593,52.607624,53.572582,1,1,1,1
"Illinois",1954,7.1452856,54.631008,2,0,4,0,9252000,44.942959,45.757095,55.066593,45.720066,0,1,1,0
"Illinois",1956,-8.3817902,47.126053,3,8,4,0,9530000,44.942959,53.572582,45.757095,54.631008,1,0,0,0
"Illinois",1960,9.4348431,43.899246,2,0,7,0,10081000,40.288589,45.720066,53.572582,47.126053,0,1,0,0
"Illinois",1962,-5.7477088,46.592255,3,8,7,0,10280000,49.981956,54.631008,45.720066,43.899246,1,0,1,1
"Illinois",1966,-11.047146,37.345684,2,0,1,0,10836000,59.471138,47.126053,54.631008,46.592255,0,1,1,1
"Illinois",1972,-24.868763,45.472347,2,0,4,0,11251948,44.154217,46.592255,43.899246,62.15107,0,0,0,0
"Illinois",1974,24.929514,56.010605,3,0,4,0,11262145,40.511887,37.345684,46.592255,45.472347,0,0,1,0
"Illinois",1978,-7.8663292,50.073059,2,0,7,0,11412561,47.929417,62.15107,37.345684,56.010605,1,0,1,1
"Illinois",1980,13.515326,65.125504,3,0,1,1,11426518,47.929417,45.472347,62.15107,50.073059,0,1,0,1
"Illinois",1984,1.8617034,65.068398,2,5,1,0,11412132,41.721714,56.010605,45.472347,65.125504,1,0,0,0
"Illinois",1986,31.383471,53.268509,3,0,4,0,11387257,43.296555,50.073059,56.010605,65.068398,1,1,1,0
"Illinois",1990,30.136803,56.085247,2,5,4,0,11446979,48.604553,65.125504,50.073059,53.268509,1,1,1,0
"Illinois",1992,10.211357,47.467419,3,0,1,1,11635197,48.604553,65.068398,65.125504,56.085247,1,1,0,0
"Illinois",1996,15.413943,60.334267,2,NA,NA,1,11953003,48.579678,53.268509,65.068398,47.467419,1,1,0,0
"Illinois",1998,-2.9044957,69.968727,3,NA,NA,0,12069774,54.315273,56.085247,53.268509,60.334267,1,1,1,0
"Illinois",2002,22.314199,67.84095,2,NA,NA,0,12525556,54.596348,47.467419,56.085247,69.968727,0,1,1,0
"Illinois",2008,39.310856,NA,2,NA,NA,0,12747038,54.823158,69.968727,60.334267,46.416264,1,1,0,0
"Illinois",2010,-1.5986085,NA,3,NA,NA,1,12830632,61.918114,67.84095,69.968727,NA,1,1,1,0
"Indiana",1916,-1.6298056,50.86462,1,0,1,0,2897000,43.071228,42.139961,NA,41.149532,1,NA,0,1
"Indiana",1920,-13.417691,48.956223,3,6,4,0,2947000,46.471672,46.139042,42.139961,50.86462,0,1,0,1
"Indiana",1926,-1.0800034,55.567814,3,6,7,0,3148000,38.686646,50.86462,41.149532,44.116116,1,0,1,0
"Indiana",1928,-11.180962,51.457672,1,0,3,0,3212000,38.686646,48.956223,50.86462,55.567814,0,1,0,0
"Indiana",1932,13.30372,49.841385,3,0,1,0,3281000,39.589493,44.116116,48.956223,51.457672,0,0,0,0
"Indiana",1934,3.9805741,49.129696,1,0,1,0,3319000,54.66774,55.567814,44.116116,49.841385,1,0,1,1
"Indiana",1940,-1.3218045,43.363014,1,0,1,0,3433000,56.6343,49.841385,51.457672,48.914455,1,1,0,1
"Indiana",1944,-1.3154387,46.351028,3,0,1,1,3440000,49.028999,49.129696,49.841385,43.363014,0,1,0,1
"Indiana",1946,-11.542013,46.819824,1,0,2,1,3702000,46.732086,48.914455,49.129696,46.351028,0,0,1,1
"Indiana",1950,-6.4600286,44.388351,3,0,4,0,3934000,48.775883,43.363014,48.914455,46.819824,0,0,1,1
"Indiana",1952,-5.6232986,56.455822,1,0,5,0,4148000,48.775883,46.351028,43.363014,44.388351,0,0,0,1
"Indiana",1956,-10.818866,50.303997,3,0,7,0,4458000,40.992161,46.819824,46.351028,56.455822,0,0,0,0
"Indiana",1958,14.03231,54.334385,1,0,1,1,4583000,39.699444,44.388351,46.819824,50.303997,0,0,1,0
"Indiana",1962,0.60798824,51.651001,3,0,1,0,4736000,44.599411,56.455822,44.388351,54.334385,1,0,1,1
"Indiana",1964,9.0028582,50.123238,1,0,4,0,4856000,44.599411,50.303997,56.455822,51.651001,1,1,0,1
"Indiana",1968,3.5012603,50.729042,3,0,4,0,5093000,55.978424,54.334385,50.303997,50.123238,1,1,0,1
"Indiana",1970,0.24647713,40.462749,1,0,7,0,5195392,37.986149,51.651001,54.334385,50.729042,1,1,1,0
"Indiana",1974,4.2871027,46.214207,3,0,7,0,5361890,33.336079,50.123238,51.651001,40.462749,1,1,1,0
"Indiana",1976,-18.299252,45.584435,1,0,1,0,5389088,33.336079,50.729042,50.123238,46.214207,1,1,0,0
"Indiana",1980,-7.5715899,38.50972,3,2,1,1,5490224,45.707798,40.462749,50.729042,45.584435,0,1,0,1
"Indiana",1982,-8.2486153,31.857145,1,0,4,0,5467922,37.653194,46.214207,40.462749,38.50972,0,0,1,0
"Indiana",1988,-36.285709,30.500698,1,0,7,0,5491735,37.682716,38.50972,45.584435,40.704414,0,0,0,0
"Indiana",1992,-16.632887,63.718571,3,5,3,0,5648649,39.686188,31.857145,38.50972,30.500698,0,0,0,0
"Indiana",1994,-36.851372,31.851116,1,NA,NA,0,5745626,36.793907,40.704414,31.857145,63.718571,0,0,1,0
"Indiana",1998,28.925287,61.648781,3,NA,NA,1,5907617,41.549141,30.500698,40.704414,31.851116,0,0,1,0
"Indiana",2000,-34.713211,0,1,NA,NA,0,6080827,41.549141,63.718571,30.500698,61.648781,1,0,0,0
"Indiana",2004,24.423647,39.999001,3,NA,NA,0,6233007,41.012047,31.851116,63.718571,0,0,1,0,0
"Indiana",2006,-87.356903,NA,1,NA,NA,0,6332669,39.262974,61.648781,31.851116,39.999001,1,0,1,0
"Indiana",2010,-14.579755,NA,3,NA,NA,1,6483802,49.945911,0,61.648781,NA,0,1,1,0
"Michigan",1916,-16.48488,50.591286,1,4,4,0,3353000,27.410391,NA,NA,48.463001,NA,NA,0,1
"Michigan",1924,-49.650913,20.905853,2,0,3,0,4214000,22.259174,50.591286,48.463001,27.646923,1,0,0,0
"Michigan",1928,-44.143589,47.024517,1,0,2,0,4665000,13.129655,24.604704,50.591286,20.905853,0,1,0,0
"Michigan",1934,-4.2995424,46.978943,1,0,5,0,4798000,52.361744,20.905853,27.646923,53.28476,0,0,1,1
"Michigan",1936,11.484509,47.194206,2,2,2,1,4889000,52.361744,47.024517,20.905853,46.978943,0,0,0,1
"Michigan",1940,-5.6672277,31.995836,1,0,8,0,5315000,56.329018,53.28476,47.024517,47.194206,1,0,0,1
"Michigan",1942,-2.3577957,48.510277,2,0,1,0,5549000,49.521866,46.978943,53.28476,31.995836,0,1,1,1
"Michigan",1948,-2.1738589,50.752037,2,0,4,0,6213000,50.194424,31.995836,47.194206,49.03764,0,0,0,1
"Michigan",1952,-1.5928358,53.572041,1,3,2,0,6650000,47.56559,48.510277,31.995836,50.752037,0,0,0,1
"Michigan",1954,1.824379,51.731068,2,0,1,0,7066000,43.974148,49.03764,48.510277,53.572041,0,0,1,0
"Michigan",1958,7.4836998,64.381897,1,0,1,0,7667000,44.145824,50.752037,49.03764,51.731068,1,0,1,0
"Michigan",1964,29.037291,66.826134,1,0,4,0,8187000,50.850506,51.731068,53.572041,43.84272,1,1,0,1
"Michigan",1966,-12.054205,46.29285,2,5,2,0,8512000,66.704559,64.381897,51.731068,66.826134,1,1,1,1
"Michigan",1970,33.945404,52.455093,1,0,7,0,8881826,48.183952,43.84272,64.381897,46.29285,0,1,1,0
"Michigan",1972,-5.9844284,52.138596,2,5,5,0,9028944,48.183952,66.826134,43.84272,52.455093,1,0,0,0
"Michigan",1976,5.6133718,57.735477,1,5,1,1,9129205,41.813728,46.29285,66.826134,52.138596,0,1,0,0
"Michigan",1978,4.2867513,51.766121,2,0,1,0,9217761,46.437618,52.455093,46.29285,57.735477,1,0,1,1
"Michigan",1982,16.882053,60.378613,1,5,4,0,9115198,42.497414,52.138596,52.455093,51.766121,1,1,1,0
"Michigan",1984,4.607728,57.479263,2,0,4,0,9049452,42.497414,57.735477,52.138596,60.378613,1,1,0,0
"Michigan",1988,21.923824,42.747139,1,5,7,0,9217998,40.236076,51.766121,57.735477,57.479263,1,1,0,0
"Michigan",1990,16.249132,58.357323,2,0,7,0,9310462,45.672077,60.378613,51.766121,42.747139,1,1,1,0
"Michigan",1994,-9.1283207,49.474754,1,NA,NA,1,9584481,43.773685,57.479263,60.378613,58.357323,1,1,1,0
"Michigan",1996,18.48819,60.608501,2,NA,NA,0,9739184,43.773685,42.747139,57.479263,49.474754,0,1,0,0
"Michigan",2000,1.6138196,56.909977,1,NA,NA,0,9938823,51.694824,58.357323,42.747139,60.608501,1,0,0,0
"Michigan",2002,22.723034,62.664963,2,NA,NA,0,10015710,51.277256,49.474754,58.357323,56.909977,1,1,1,0
"Michigan",2006,15.652349,NA,1,NA,NA,0,10036081,51.230705,60.608501,49.474754,62.664963,1,1,1,0
"Michigan",2008,28.818836,NA,2,NA,NA,0,9946889,51.230705,56.909977,60.608501,NA,1,1,0,0
"Ohio",1916,3.1115651,47.721317,1,0,4,0,5366000,40.963097,39.59573,NA,40.757713,0,NA,0,1
"Ohio",1920,-18.346724,46.598541,3,2,2,1,5799000,51.855259,49.262341,39.59573,47.721317,1,0,0,1
"Ohio",1922,-3.1784563,39.074459,1,5,1,0,6054000,38.584118,40.757713,49.262341,46.598541,0,1,1,0
"Ohio",1928,-21.659872,59.948338,1,5,4,0,6608000,23.701269,46.598541,47.721317,52.46764,0,0,0,0
"Ohio",1932,6.642765,46.36134,3,2,3,0,6717000,34.453381,39.074459,46.598541,59.948338,0,0,0,0
"Ohio",1934,20.534061,47.627266,1,0,1,0,6751000,49.878571,52.46764,39.074459,46.36134,1,0,1,1
"Ohio",1938,-7.2773218,49.702736,3,0,1,0,6837000,57.997154,59.948338,52.46764,47.627266,1,1,1,1
"Ohio",1944,-0.59452951,42.462086,3,0,4,0,6918000,52.204365,47.627266,46.36134,42.355656,0,0,0,1
"Ohio",1946,-14.668065,45.415394,1,0,1,1,7512000,49.817162,49.702736,47.627266,42.462086,0,0,1,1
"Ohio",1952,-9.1692123,52.460968,1,0,4,0,8275000,49.482624,42.462086,42.355656,52.888657,0,0,0,1
"Ohio",1956,5.7773113,61.560883,3,0,1,0,9207000,43.244301,45.415394,42.462086,52.460968,0,0,0,0
"Ohio",1958,4.921937,50.21965,1,4,1,0,9599000,38.885792,52.888657,45.415394,61.560883,1,0,1,0
"Ohio",1962,23.121761,48.466293,3,0,4,0,9929000,46.715855,52.460968,52.888657,50.21965,1,1,1,1
"Ohio",1964,0.43930113,47.449448,1,4,4,0,10080000,46.715855,61.560883,52.460968,48.466293,1,1,0,1
"Ohio",1970,-2.2346497,49.510445,1,3,1,1,10657423,42.947369,48.466293,50.21965,64.62265,0,1,1,0
"Ohio",1974,33.891251,68.800041,3,0,1,1,10765759,38.070087,47.449448,48.466293,49.510445,0,0,1,0
"Ohio",1976,2.9928744,56.656986,1,0,2,0,10752662,38.070087,64.62265,47.449448,68.800041,1,0,0,0
"Ohio",1980,40.550488,62.450813,3,0,4,1,10797630,48.898689,49.510445,64.62265,56.656986,1,1,0,1
"Ohio",1982,15.520033,56.974323,1,0,5,0,10757087,40.909813,68.800041,49.510445,62.450813,1,1,1,0
"Ohio",1986,24.904451,50.989635,3,0,7,0,10730268,40.235443,56.656986,68.800041,56.974323,1,1,1,0
"Ohio",1988,13.952109,39.227772,1,0,8,0,10798552,40.235443,62.450813,56.656986,50.989635,1,1,0,0
"Ohio",1992,8.6800814,43.534111,3,0,10,0,11007609,44.146843,56.974323,62.450813,39.227772,1,1,0,0
"Ohio",1994,-14.208889,35.85384,1,NA,NA,1,11111451,40.181278,50.989635,56.974323,43.534111,1,1,1,0
"Ohio",1998,-12.925607,36.144085,3,NA,NA,1,11237752,47.375748,39.227772,50.989635,35.85384,0,1,1,0
"Ohio",2000,-24.061453,56.164135,1,NA,NA,0,11353336,47.375748,43.534111,39.227772,36.144085,0,0,0,0
"Ohio",2004,-27.706369,39.403889,3,NA,NA,0,11452251,46.44043,35.85384,43.534111,56.164135,0,0,0,0
"Ohio",2006,12.348917,NA,1,NA,NA,0,11481213,48.706676,36.144085,35.85384,39.403889,0,0,1,0
"Ohio",2010,-17.442408,NA,3,NA,NA,1,11536504,51.504272,56.164135,36.144085,NA,1,0,1,0
"Wisconsin",1916,-27.399286,0,1,3,7,0,2562000,41.060066,43.806534,NA,13.182475,1,NA,0,1
"Wisconsin",1920,-32.052475,12.196736,3,5,3,0,2679000,42.797684,31.877419,43.806534,0,0,1,0,1
"Wisconsin",1926,-42.82304,56.978363,3,0,1,1,2892000,8.0994635,0,13.182475,0,0,0,1,0
"Wisconsin",1928,-85.566422,24.236002,1,0,3,0,2923000,8.0994635,12.196736,0,56.978363,0,0,0,0
"Wisconsin",1932,20.781401,24.744028,3,0,1,1,3021000,44.280613,0,12.196736,24.236002,0,0,0,0
"Wisconsin",1934,-28.687876,13.204048,1,0,6,0,3054000,63.456226,56.978363,0,24.744028,1,0,1,1
"Wisconsin",1938,-22.911285,42.753513,3,0,1,0,3098000,63.801807,24.236002,56.978363,13.204048,0,1,1,1
"Wisconsin",1940,-32.214016,37.409435,1,0,9,0,3143000,63.801807,24.744028,24.236002,42.753513,0,0,0,1
"Wisconsin",1944,-7.7499986,46.192066,3,0,4,0,2980000,50.146675,13.204048,24.744028,37.409435,0,0,0,1
"Wisconsin",1946,-23.867359,45.565475,1,0,1,1,3167000,48.569019,42.753513,13.204048,46.192066,0,0,1,1
"Wisconsin",1950,-7.1450262,41.224762,3,0,7,0,3435000,50.697838,37.409435,42.753513,45.565475,0,0,1,1
"Wisconsin",1956,-17.370251,52.559818,3,0,10,0,3742000,38.707642,45.565475,46.192066,57.123341,0,0,0,0
"Wisconsin",1958,14.400697,53.293449,1,0,2,0,3843000,37.842377,41.224762,45.565475,52.559818,0,0,1,0
"Wisconsin",1962,5.356112,61.692856,3,0,1,0,4049000,48.048908,57.123341,41.224762,53.293449,1,0,1,1
"Wisconsin",1964,6.6853018,70.834084,1,0,5,0,4165000,48.048908,52.559818,57.123341,61.692856,1,1,0,1
"Wisconsin",1968,23.386923,61.750984,3,0,4,0,4345000,62.088585,53.293449,52.559818,70.834084,1,1,0,1
"Wisconsin",1970,42.357128,72.188011,1,0,8,0,4417821,44.267643,61.692856,53.293449,61.750984,1,1,1,0
"Wisconsin",1974,25.958672,48.338898,3,0,7,0,4545782,43.724884,70.834084,61.692856,72.188011,1,1,1,0
"Wisconsin",1976,45.21888,63.645508,1,0,11,0,4595904,43.724884,61.750984,70.834084,48.338898,1,1,0,0
"Wisconsin",1980,-1.8520981,47.395855,3,2,1,1,4705767,49.436573,72.188011,61.750984,63.645508,1,1,0,1
"Wisconsin",1982,29.512077,52.053787,1,0,14,0,4728870,43.180317,48.338898,72.188011,47.395855,0,1,1,0
"Wisconsin",1986,-3.4797013,52.570133,3,2,4,0,4755618,45.021702,63.645508,48.338898,52.053787,1,0,1,0
"Wisconsin",1988,4.52843,58.293671,1,0,1,1,4822388,45.021702,47.395855,63.645508,52.570133,0,1,0,0
"Wisconsin",1992,6.5602779,50.547523,3,0,1,0,5004636,51.414032,52.053787,47.395855,58.293671,1,0,0,0
"Wisconsin",1994,17.607822,61.542789,1,NA,NA,0,5095504,41.130741,52.570133,52.053787,50.547523,1,1,1,0
"Wisconsin",1998,2.145967,55.350483,3,NA,NA,0,5222124,48.810951,58.293671,52.570133,61.542789,1,1,1,0
"Wisconsin",2000,24.506838,67.306557,1,NA,NA,0,5363757,48.810951,50.547523,58.293671,55.350483,1,1,0,0
"Wisconsin",2004,11.238742,47.019917,3,NA,NA,0,5514026,47.832821,61.542789,50.547523,67.306557,1,1,0,0
"Wisconsin",2006,37.829872,NA,1,NA,NA,0,5577655,49.699718,55.350483,61.542789,47.019917,1,1,1,0
"Wisconsin",2010,-4.8376322,NA,3,NA,NA,0,5686986,56.217785,67.306557,55.350483,NA,1,1,1,0
"Iowa",1914,-9.033206,37.423153,3,0,5,0,2338000,37.640068,NA,NA,34.601555,NA,NA,1,1
"Iowa",1926,-13.202,54.855656,3,0,4,1,2432000,16.419628,49.957851,37.423153,43.033848,0,0,1,0
"Iowa",1930,-13.252542,50.484348,2,6,1,0,2475000,37.556,43.319656,49.957851,54.855656,0,0,1,0
"Iowa",1936,3.3609123,41.705318,2,0,1,0,2509000,57.685589,54.855656,43.033848,49.743759,1,0,0,1
"Iowa",1938,0.33720434,48.373344,3,2,3,0,2494000,54.399849,50.484348,54.855656,41.705318,1,1,1,1
"Iowa",1942,-16.266956,57.798786,2,0,1,0,2439000,47.621094,49.743759,50.484348,48.373344,1,1,1,1
"Iowa",1944,-2.9102535,44.700726,3,0,1,0,2301000,47.621094,41.705318,49.743759,57.798786,0,1,0,1
"Iowa",1948,16.238108,47.525772,2,2,6,0,2543000,47.489693,48.373344,41.705318,44.700726,0,0,0,1
"Iowa",1950,-10.115862,46.082695,3,0,4,0,2621000,50.312443,57.798786,48.373344,47.525772,1,0,1,1
"Iowa",1954,-4.6848149,48.087238,2,8,1,0,2626000,35.587399,44.700726,57.798786,46.082695,0,1,1,0
"Iowa",1956,-7.8346105,46.611118,3,0,7,0,2703000,35.587399,47.525772,44.700726,48.087238,0,0,0,0
"Iowa",1960,-3.8255215,37.797729,2,0,1,1,2758000,40.650627,46.082695,47.525772,46.611118,0,0,0,0
"Iowa",1962,-6.7777634,50.248318,3,0,10,0,2750000,43.221909,48.087238,46.082695,37.797729,0,0,1,1
"Iowa",1966,-23.116722,55.066799,2,0,4,0,2762000,61.883144,46.611118,48.087238,50.248318,0,0,1,1
"Iowa",1968,0.56070685,52.042187,3,0,1,1,2803000,61.883144,37.797729,46.611118,55.066799,0,0,0,1
"Iowa",1972,10.978839,47.906879,2,0,1,0,2860287,40.815681,50.248318,37.797729,52.042187,1,0,0,0
"Iowa",1974,4.7665091,45.538723,3,5,1,1,2867530,40.475422,55.066799,50.248318,47.906879,1,1,1,0
"Iowa",1978,-3.2173486,55.456257,2,0,1,0,2918069,48.458382,52.042187,55.066799,45.538723,1,1,1,1
"Iowa",1980,-7.9456806,33.574654,3,3,1,1,2913808,48.458382,47.906879,52.042187,55.456257,0,1,0,1
"Iowa",1984,11.797172,54.472713,2,5,1,0,2858618,38.604164,45.538723,47.906879,33.574654,0,0,0,0
"Iowa",1986,-32.460903,27.200205,3,3,4,0,2791970,45.887081,55.456257,45.538723,54.472713,1,0,1,0
"Iowa",1990,9.0561066,51.808662,2,5,4,0,2779769,54.711926,33.574654,55.456257,27.200205,0,1,1,0
"Iowa",1992,-42.414124,30.493393,3,3,7,0,2806923,54.711926,54.472713,33.574654,51.808662,1,0,0,0
"Iowa",1996,5.0944624,54.177647,2,NA,NA,0,2848473,43.285839,27.200205,54.472713,30.493393,0,1,0,0
"Iowa",1998,-37.918381,27.877041,3,NA,NA,0,2861025,50.260967,51.808662,27.200205,54.177647,1,0,1,0
"Iowa",2002,10.398647,62.655785,2,NA,NA,0,2934234,48.535645,30.493393,51.808662,27.877041,0,1,1,0
"Iowa",2004,-42.306526,33.303318,3,NA,NA,0,2953635,48.535645,54.177647,30.493393,62.655785,1,0,0,0
"Iowa",2008,25.394535,NA,2,NA,NA,0,3016734,49.233131,27.877041,54.177647,33.303318,0,1,0,0
"Iowa",2010,-31.049231,NA,3,NA,NA,0,3046355,53.928017,62.655785,27.877041,NA,1,0,1,0
"Kansas",1914,-0.76518655,33.359165,3,7,5,1,1662000,39.299431,NA,NA,33.728374,NA,NA,1,1
"Kansas",1918,-29.962679,25.223545,2,0,1,0,1729000,49.949429,34.767361,NA,33.359165,0,NA,1,1
"Kansas",1920,-30.655489,34.739872,3,7,8,0,1769000,49.949429,33.728374,34.767361,25.223545,0,0,0,1
"Kansas",1924,-44.873138,38.906906,2,0,4,0,1807000,32.519402,33.359165,33.728374,34.739872,0,0,0,0
"Kansas",1930,-22.186193,48.413532,2,0,7,0,1883000,27.06159,34.739872,25.223545,45.667519,0,0,1,0
"Kansas",1932,3.6344707,43.77972,3,0,3,0,1883000,27.06159,38.906906,34.739872,48.413532,0,0,0,0
"Kansas",1936,-2.5858939,40.300266,2,0,10,0,1869000,53.562599,45.667519,38.906906,43.77972,1,0,0,1
"Kansas",1938,-12.4273,40.653465,3,0,1,0,1842000,53.669842,48.413532,45.667519,40.300266,0,1,1,1
"Kansas",1942,-16.81321,42.715214,2,0,13,0,1760000,42.395245,43.77972,48.413532,40.653465,0,0,1,1
