state,year,vote,margin,class,termshouse,termssenate,population
35,2002,40.056984,-68.125031,2,,,1728292
35,2006,,27.765583,1,,,1772693
35,2008,,-17.463228,2,,,1796378
36,1914,0,-21.866909,3,3,4,620000
36,1916,47.716949,-15.606395,1,0,10,652000
36,1922,19.346455,-4.5660973,1,0,1,647000
36,1926,27.447113,-64.071671,3,0,2,651000
36,1928,40.244293,-60.28788,1,0,4,665000
36,1932,7.3127174,-44.87849,3,0,5,676000
36,1934,26.447079,-17.999512,1,0,7,672000
36,1938,45.195847,-42.81192,3,0,8,647000
36,1940,23.199623,-11.662206,1,0,1,640000
36,1946,23.255529,-30.137497,1,0,4,570000
36,1950,36.008617,-35.188198,3,0,4,620000
36,1952,41.484596,-43.093346,1,0,7,608000
36,1956,39.346199,-27.599005,3,0,7,613000
36,1962,33.704372,-21.307608,3,0,10,637000
36,1964,61.267536,15.286255,1,1,4,649000
36,1968,48.345291,-30.925951,3,0,13,621000
36,1970,62.096642,23.46648,1,1,7,617792
36,1974,28.956266,-0.078928471,3,0,16,634559
36,1976,62.817139,25.544226,1,1,10,645797
36,1980,49.803806,-41.32996,3,9,1,652717
36,1982,59.445656,28.79203,1,1,13,668972
36,1992,63.155354,20.12949,3,6,2,635427
36,1994,61.372543,15.965962,1,,,639762
36,1998,68.27993,27.997074,3,,,637808
36,2000,68.826324,22.745089,1,,,642237
36,2004,22.174347,36.559853,3,,,644705
36,2006,,39.297832,1,,,649422
36,2010,,-53.905998,3,,,672591
37,1914,19.99848,3.4552364,3,0,1,581000
37,1918,31.156021,-16.121677,2,0,4,570000
37,1920,33.277615,-30.097897,3,0,1,640000
37,1924,51.632248,-12.971705,2,0,1,673000
37,1926,44.570919,-26.242533,3,0,4,683000
37,1930,48.832241,3.2644987,2,0,1,693000
37,1936,41.258141,2.0870566,2,0,4,666000
37,1938,36.139851,-4.9125166,3,0,1,649000
37,1944,36.080235,-27.720304,3,0,4,565000
37,1948,42.704617,-18.669209,2,5,2,612000
37,1950,49.205154,-27.839529,3,7,1,653000
37,1954,47.557636,-14.590764,2,5,5,655000
37,1960,33.716312,-4.8847227,2,5,8,681000
37,1962,56.789635,0.23474693,3,2,1,705000
37,1966,57.043404,-32.567379,2,5,11,683000
37,1968,53.043198,13.57927,3,2,4,669000
37,1972,33.164059,14.086807,2,1,1,677234
37,1974,39.397453,6.0864,3,2,7,679585
37,1978,25.50956,-33.671883,2,2,1,688580
37,1980,51.602947,-18.803097,3,4,1,690768
37,1984,45.072517,-48.980881,2,2,4,697249
37,1986,64.902321,3.2058954,3,4,1,696034
37,1990,51.321938,-7.3192091,2,2,7,696667
37,1992,62.143135,32.395702,3,4,4,708698
37,1996,49.622826,2.6438684,2,,,730699
37,1998,49.423809,25.734514,3,,,730789
37,2002,62.491692,0.1552552,2,,,760020
37,2004,0,-1.1523843,3,,,770396
37,2008,,24.983383,2,,,799124
37,2010,,-100,3,,,814180
40,1916,71.881699,99.831833,1,7,5,2316000
40,1922,99.774315,45.385773,1,7,8,2412000
40,1924,76.663292,48.94418,2,9,4,2426000
40,1930,91.694481,53.326584,2,9,7,2427000
40,1934,93.323486,55.042488,1,0,2,2485000
40,1936,91.129288,87.017097,2,9,10,2552000
40,1940,64.846817,86.646973,1,0,5,2720000
40,1946,73.351471,34.391041,1,0,8,3212000
40,1948,79.881248,34.752739,2,7,3,3207000
40,1952,69.316711,46.70295,1,0,11,3504000
40,1954,81.270508,59.762489,2,7,6,3555000
40,1958,63.796234,38.633423,1,0,14,3914000
40,1966,46.1203,25.095963,2,0,2,4456000
40,1970,38.267033,-22.349936,1,0,4,4651448
40,1972,49.785889,-5.3266258,2,3,1,4824472
40,1976,48.80109,-23.46594,1,0,7,5121863
40,1978,29.945002,-0.38625002,2,0,1,5270240
40,1982,71.249847,-2.3828416,1,3,1,5492783
40,1984,0,-40.102478,2,0,4,5643870
40,1988,45.608402,42.555721,1,0,1,6036909
40,1990,47.393505,-80.907089,2,0,7,6213526
40,1994,47.680264,2.7297199,1,,,6536771
40,1996,0,-5.0860524,2,,,6665491
40,2000,49.594315,-4.5751719,1,,,7079057
40,2002,65.032547,-82.575256,2,,,7286873
40,2006,,0.39355457,1,,,7673725
40,2008,,31.304005,2,,,7833496
41,1914,67.980888,62.943562,3,10,1,2336000
41,1920,80.872627,36.828224,3,10,4,2359000
41,1924,59.713978,50.359558,2,9,4,2501000
41,1926,86.246712,61.745251,3,0,1,2567000
41,1930,87.027199,19.427956,2,0,1,2647000
41,1936,99.994217,74.789085,2,0,4,2743000
41,1938,81.777931,72.756622,3,8,2,2787000
41,1944,76.539986,64.832153,3,8,5,2802000
41,1948,82.474342,67.999092,2,5,3,2969000
41,1950,100,53.079975,3,8,8,3062000
41,1954,70.241714,64.949005,2,5,6,3014000
41,1956,50.855625,100,3,8,11,3071000
41,1960,60.071415,40.486496,2,5,9,3267000
41,1962,69.987289,1.713264,3,8,14,3323000
41,1966,62.267303,21.071306,2,5,12,3464000
41,1968,95.843796,47.93985,3,0,1,3446000
41,1972,93.994728,29.204481,2,5,15,3539400
41,1974,47.053921,91.687599,3,0,4,3626499
41,1978,62.756245,87.989449,2,0,1,3831836
41,1980,50.281502,-3.0990362,3,0,1,3893888
41,1984,60.567154,26.401546,2,0,4,3951820
41,1986,64.870438,0.56300163,3,4,1,3991569
41,1990,45.4618,21.146959,2,0,7,4048508
41,1996,39.827705,-6.9884958,2,,,4290403
41,1998,32.354359,-26.550467,3,,,4351037
41,2002,36.520447,-18.74935,2,,,4480089
41,2004,34.710155,-35.1908,3,,,4530729
41,2008,,-26.841787,2,,,4718206
41,2010,,-30.465321,3,,,4779736
42,1918,73.535271,100,2,5,4,1749000
42,1920,82.755371,31.87989,3,4,1,1756000
42,1924,100,47.070538,2,5,7,1800000
42,1930,81.835068,100,2,5,10,1859000
42,1932,89.614258,78.969971,3,0,2,1836000
42,1938,85.106613,79.228508,3,0,5,1928000
42,1942,93.307663,100,2,2,1,1977000
42,1944,100,70.213226,3,1,1,1768000
42,1948,100,86.615326,2,2,4,1825000
42,1950,82.983025,100,3,1,4,1910000
42,1954,99.88105,100,2,2,7,1734000
42,1956,68.673935,65.966049,3,1,7,1704000
42,1960,100,99.762108,2,2,10,1786000
42,1962,59.145283,37.347866,3,1,10,1853000
42,1966,60.884983,100,2,2,13,1899000
42,1968,84.896202,18.290564,3,1,13,1902000
42,1974,59.087276,69.792404,3,0,1,2101403
42,1978,57.347744,60.354359,2,4,1,2243127
42,1980,62.27607,18.215481,3,0,4,2286435
42,1984,99.833214,14.69549,2,4,4,2319768
42,1986,60.177197,24.559624,3,0,7,2331984
42,1990,47.29958,99.666428,2,4,7,2354343
42,1992,55.074757,20.354389,3,0,10,2394098
42,1996,53.89653,-5.4008393,2,,,2504858
42,1998,55.897778,12.846464,3,,,2538202
42,2002,79.532967,7.793057,2,,,2705927
42,2004,36.945114,11.828271,3,,,2749686
42,2008,,59.065937,2,,,2874554
42,2010,,-20.957825,3,,,2915918
43,1914,74.26535,99.038086,3,0,4,871000
43,1916,87.982681,70.409683,1,0,1,924000
43,1920,77.864197,53.318329,3,0,7,962000
43,1922,68.529877,75.965355,1,0,4,1044000
43,1926,99.776222,65.082047,3,0,10,1368000
43,1928,100,37.06065,1,0,7,1433000
43,1938,71.279327,64.890945,3,0,3,1771000
43,1944,76.235062,42.558655,3,0,6,2420000
43,1950,100,52.556885,3,2,1,2771000
43,1952,71.229492,99.632576,1,0,5,3157000
43,1956,70.020027,100,3,2,4,4047000
43,1958,63.933945,42.458988,1,0,8,4630000
43,1962,44.099655,40.060604,3,2,7,5458000
43,1964,53.864742,27.902498,1,0,11,5781000
43,1968,43.377625,-11.800692,3,3,1,6433000
43,1970,62.974506,7.7368231,1,0,1,6791418
43,1974,48.338875,2.4635406,3,0,1,8298762
43,1976,61.728943,25.953564,1,0,4,8667379
43,1980,54.738926,-3.3177466,3,0,1,9746324
43,1982,49.568569,23.457886,1,0,7,10471407
43,1986,65.404579,9.4800978,3,0,1,11667505
43,1988,29.47784,-0.84848404,1,3,1,12306395
43,1992,62.469379,30.813595,3,0,4,13504775
43,1994,51.043613,-41.019039,1,,,13961798
43,1998,48.321026,24.938759,3,,,14908230
43,2000,60.300983,4.8514962,1,,,15982571
43,2006,,22.205353,1,,,18166990
43,2010,,-40.825127,3,,,18801310
44,1914,94.898346,36.757706,3,0,3,2776000
44,1918,100,76.720551,2,0,1,2941000
44,1924,99.998199,100,2,0,4,2920000
44,1926,92.818336,100,3,0,4,2869000
44,1932,95.106552,85.636673,3,0,7,2935000
44,1936,96.936623,100,2,0,4,2978000
44,1938,99.998535,90.213104,3,0,10,3091000
44,1942,99.889656,93.873253,2,0,7,3209000
44,1944,99.998848,99.99707,3,0,13,3176000
44,1948,99.994308,99.779305,2,0,10,3259000
44,1950,99.96804,99.997696,3,0,16,3445000
44,1954,99.938423,99.988617,2,0,13,3602000
44,1956,100,99.936081,3,0,1,3701000
44,1960,99.95327,99.876846,2,0,16,3943000
44,1962,77.511497,100,3,0,4,4086000
44,1968,71.736595,55.022991,3,0,7,4482000
44,1972,83.133888,7.9469533,2,0,2,4809490
44,1974,49.128292,43.508987,3,0,10,4999419
44,1978,79.944328,66.267776,2,0,5,5295751
44,1980,50.917019,-1.743415,3,0,1,5463105
44,1984,100,59.88866,2,0,8,5834954
44,1986,49.352585,1.8340349,3,5,1,6084666
44,1990,48.865856,100,2,0,11,6506531
44,1992,45.150749,-1.2948275,3,0,1,6759474
44,1996,45.904491,1.3289481,2,,,7332225
44,2002,42.560417,-6.8618984,2,,,8508256
44,2004,38.998646,-17.898643,3,,,8769252
44,2008,,-14.879168,2,,,9504843
44,2010,,-19.308735,3,,,9687653
45,1920,99.976006,100,3,0,1,1813000
45,1924,99.981621,100,2,7,7,1939000
45,1926,99.998795,99.952019,3,1,4,2005000
45,1932,99.83535,99.997589,3,1,1,2155000
45,1936,100,99.995232,2,0,1,2246000
45,1938,99.990921,99.6707,3,1,4,2285000
45,1942,99.997276,100,2,0,4,2546000
45,1948,100,99.994553,2,0,7,2596000
45,1950,100,75.435791,3,0,3,2684000
45,1954,79.757751,100,2,0,10,2883000
45,1956,75.57122,100,3,0,6,3032000
45,1960,100,59.515499,2,0,13,3257000
45,1962,100,51.142441,3,0,9,3345000
45,1968,100,100,3,0,12,3603000
45,1972,100,29.487955,2,0,1,3761646
45,1974,57.641201,100,3,0,15,3820109
45,1978,85.758965,100,2,0,4,4068579
45,1980,52.820469,16.916027,3,0,17,4205900
45,1984,53.92844,76.910614,2,0,7,4400477
45,1986,73.071648,5.6409359,3,8,1,4406919
45,1990,50.170223,10.422579,2,0,10,4219179
45,1992,64.024391,54.444946,3,8,4,4270849
45,1996,51.700485,0.34044981,2,,,4338763
45,1998,29.336231,32.387264,3,,,4362758
45,2002,52.109646,3.4009666,2,,,4497267
45,2004,37.673855,-21.69112,3,,,4552238
45,2008,,6.3863068,2,,,4435586
45,2010,,-18.880957,3,,,4533372
46,1916,93.210884,100,1,8,4,1823000
46,1918,100,90.077164,2,4,1,1813000
46,1922,100,88.286385,1,5,1,1836000
46,1924,100,100,2,4,4,1886000
46,1928,100,100,1,5,4,1981000
46,1930,100,100,2,4,7,2006000
46,1934,100,100,1,0,1,2050000
46,1940,100,100,1,0,4,2176000
46,1942,100,100,2,0,2,2210000
46,1948,95.566971,100,2,0,5,2076000
46,1952,100,100,1,0,4,2152000
46,1954,91.806435,91.133942,2,0,8,2064000
46,1958,100,100,1,0,7,2086000
46,1960,65.455299,83.612869,2,0,11,2178000
46,1964,88.404915,100,1,0,10,2241000
46,1966,58.088165,38.676842,2,0,14,2245000
46,1970,100,76.809837,1,0,13,2216994
46,1972,31.759304,19.407478,2,0,17,2307117
46,1976,64.198807,100,1,0,16,2429756
46,1978,39.05801,-13.29512,2,3,1,2487816
46,1982,46.0896,28.397617,1,0,19,2556777
46,1984,0,-21.883976,2,3,4,2578051
46,1988,31.204849,-7.8207998,1,8,1,2580352
46,1990,27.387894,-100,2,3,7,2577426
46,1994,31.594013,-37.590302,1,,,2663450
46,1996,0,-43.646706,2,,,2709925
46,2000,34.865391,-34.285881,1,,,2844754
46,2002,38.564953,-84.579422,2,,,2858681
46,2008,,-22.87009,2,,,2947806
47,1914,57.51704,16.39361,3,0,7,2421000
47,1918,61.550903,20.9977,2,1,10,2522000
47,1920,60.508259,15.034077,3,0,10,2588000
47,1924,60.609394,23.101803,2,1,13,2830000
47,1930,70.768593,21.218792,2,0,1,3167000
47,1932,63.828995,36.512959,3,0,2,3227000
47,1936,65.913124,41.537193,2,0,4,3346000
47,1938,70.252419,27.657986,3,0,5,3440000
47,1944,68.664742,40.504837,3,1,1,3560000
47,1956,60.446041,33.115101,3,1,3,4309000
47,1960,55.593372,22.885048,2,0,3,4556000
47,1962,60.556721,20.892084,3,1,6,4707000
47,1966,45.994846,11.190737,2,0,6,4896000
47,1968,62.112457,21.113443,3,1,9,5004000
47,1972,45.488346,-8.0103035,2,0,1,5301150
47,1974,49.378109,25.104401,3,0,1,5470911
47,1978,47.809898,-9.0233088,2,0,4,5759492
47,1984,47.428493,-3.8534164,2,0,7,6164006
47,1986,46.317513,3.5186915,3,0,2,6321578
47,1990,45.91806,-5.1101089,2,0,10,6656987
47,1992,51.151287,-4.0295362,3,0,1,6831850
47,1996,44.955025,-6.7264199,2,,,7307658
47,1998,47.018677,4.1395693,3,,,7545828
47,2002,52.652782,-8.6085587,2,,,8326201
47,2004,43.046616,-4.5771656,3,,,8553152
47,2008,,8.4691849,2,,,9309449
47,2010,,-11.765516,3,,,9535483
48,1914,99.998444,99.521637,3,0,4,1622000
48,1918,100,100,2,0,1,1746000
48,1920,100,99.996887,3,0,7,1685000
48,1924,100,100,2,0,1,1710000
48,1926,98.1437,100,3,0,10,1726000
48,1930,98.557564,100,2,7,1,1745000
48,1932,98.89756,96.287392,3,0,13,1748000
48,1942,96.44838,99.982872,2,0,2,2007000
48,1944,99.926407,89.044197,3,0,1,1943000
48,1950,82.205528,99.852814,3,0,4,2117000
48,1956,57.16095,64.455345,3,0,7,2229000
48,1966,36.688511,-24.376276,2,0,8,2520000
48,1968,69.501968,23.784763,3,0,3,2559000
48,1972,44.420971,-26.596796,2,0,11,2719197
48,1974,70.368065,40.882553,3,0,6,2844749
48,1978,31.807322,-11.158061,2,0,14,3044364
48,1980,63.072075,40.736126,3,0,9,3121820
48,1984,32.517223,-35.003883,2,0,17,3271868
48,1986,50.068707,27.441463,3,0,12,3342758
48,1990,43.995464,-31.69241,2,0,20,3499064
48,1992,52.677685,3.122148,3,0,15,3600576
48,1996,44.186943,-9.3775272,2,,,3738974
48,1998,44.100597,6.9881411,3,,,3839578
48,2002,42.246868,-10.213625,2,,,4107795
48,2004,27.646318,-9.5655527,3,,,4210921
48,2008,,-15.277776,2,,,4528996
48,2010,,-33.831898,3,,,4625364
49,1916,66.632721,68.206436,1,0,10,4444000
49,1918,85.395828,74.260818,2,6,5,4666000
49,1922,81.211708,33.265438,1,0,1,4955000
49,1924,86.908691,70.791664,2,6,8,5210000
49,1928,96.682205,62.53875,1,6,1,5675000
49,1930,92.555359,74.176025,2,6,11,5844000
49,1934,94.266388,93.838921,1,6,4,6053000
49,1940,88.53791,88.571274,1,6,7,6425000
49,1942,66.215332,90.503464,2,0,2,6711000
49,1946,99.968925,77.075813,1,6,10,7197000
49,1948,84.735298,33.270428,2,6,1,7626000
49,1954,57.97422,69.945869,2,6,4,8382000
49,1958,56.222694,50.957912,1,0,2,9252000
49,1964,53.49427,12.658957,1,0,5,10270000
49,1966,44.289043,-13.30356,2,0,4,10492000
49,1970,56.780148,7.0695548,1,4,1,11198655
49,1972,49.259644,-9.1066446,2,0,7,11759148
49,1976,58.594154,14.545968,1,4,4,12904089
49,1978,41.446804,-0.52872598,2,0,10,13500429
49,1982,59.166779,18.093767,1,4,7,15331415
49,1984,37.413063,-17.101252,2,3,1,16007086
49,1990,43.940334,-22.824045,2,3,4,17044714
49,1994,32.347099,-22.537767,1,,,18338319
49,1996,43.326382,-10.835102,2,,,19006240
49,2000,36.044579,-32.689022,1,,,20851028
49,2002,42.837875,-11.973497,2,,,21690325
49,2006,,-25.647125,1,,,23359580
49,2008,,-11.983002,2,,,24309039
51,1914,49.724285,9.195158,3,0,1,2395000
51,1918,48.443752,1.5386224,2,6,1,2425000
51,1920,51.836891,-0.55142939,3,0,1,2421000
51,1926,59.14592,3.6737771,3,7,1,2545000
51,1930,58.799099,4.2679667,2,0,1,2623000
51,1932,62.027615,18.630373,3,7,4,2676000
51,1938,54.812042,24.055233,3,7,7,2800000
51,1950,49.653316,9.0552273,3,2,2,2945000
51,1956,47.24371,-0.69336891,3,3,1,2898000
51,1960,35.482685,-18.357336,2,0,8,3038000
51,1966,50.926857,-29.034626,2,0,11,3147000
51,1968,53.540112,-3.7439079,3,0,2,3195000
51,1972,60.977425,3.2964916,2,0,1,3335728
51,1974,65.124901,9.4402905,3,0,1,3416315
51,1978,49.491383,24.112432,2,0,4,3609976
51,1980,74.382088,30.249798,3,0,4,3660777
51,1984,47.81345,-0.42167604,2,0,1,3695453
51,1986,62.883343,48.790012,3,0,7,3687809
51,1990,42.845623,-4.3730974,2,0,4,3692584
51,1992,49.156986,27.071556,3,0,10,3756358
51,1996,35.319736,-12.607208,2,,,3881051
51,1998,49.343178,-0.59070587,3,,,3934310
51,2002,47.034378,-29.346207,2,,,4089875
51,2004,44.220947,-1.3136476,3,,,4146101
51,2008,,-5.9312372,2,,,4289878
51,2010,,-11.468607,3,,,4339367
52,1914,43.250317,7.0974798,3,1,5,1389000
52,1916,52.611671,-1.7018139,1,0,1,1415000
52,1920,57.632191,-4.038486,3,0,1,1464000
52,1922,45.235588,6.9842935,1,0,1,1509000
52,1926,66.217598,16.343525,3,2,1,1576000
52,1928,56.096851,-8.8124666,1,0,1,1610000
52,1932,68.275818,35.011105,3,2,4,1678000
52,1934,65.909615,14.144409,1,0,1,1710000
52,1938,61.731106,38.986469,3,2,7,1766000
52,1940,50.176228,31.819225,1,0,4,1839000
52,1944,45.999603,23.46221,3,2,10,2118000
52,1946,47.462429,0.35245121,1,0,1,2214000
52,1950,46.97641,-7.0029259,3,0,1,2343000
52,1952,49.015667,-5.0751419,1,5,1,2500000
52,1956,62.032856,-6.0471864,3,0,4,2811000
52,1958,62.776894,-1.968661,1,5,4,2982000
52,1962,39.107033,24.065853,3,2,1,3263000
52,1964,48.142666,25.554436,1,0,1,3492000
52,1968,42.671333,-8.6904526,3,4,1,3815000
52,1970,56.552158,-2.5657415,1,1,1,3923897
52,1974,33.83268,-14.657331,3,4,4,4118815
52,1976,63.457645,17.700413,1,3,1,4150539
52,1980,60.686909,-32.334648,3,4,7,4216975
52,1982,61.788857,26.915287,1,3,4,4282923
52,1986,70.99881,21.373909,3,5,1,4486957
52,1988,59.098869,23.600101,1,3,7,4657904
52,1992,70.503975,42.021351,3,5,4,4902545
52,1994,63.178093,18.202925,1,,,4985411
52,1998,64.768509,41.007946,3,,,5130072
52,2000,54.205597,26.443863,1,,,5296647
52,2004,62.192982,31.062386,3,,,5546935
52,2006,,10.010168,1,,,5627367
52,2010,,26.439613,3,,,5773552
53,1914,44.587803,18.53491,3,0,5,1824000
53,1918,35.410015,14.703136,2,0,7,1969000
53,1920,54.775047,-5.992794,3,1,1,2055000
53,1924,52.290909,-26.160713,2,0,1,2179000
53,1926,65.608528,10.102031,3,2,1,2256000
53,1930,67.969604,4.7518759,2,0,8,2401000
53,1932,65.370033,31.912968,3,2,4,2394000
53,1936,44.75528,36.423012,2,1,1,2365000
53,1938,55.64555,31.460985,3,2,7,2324000
53,1942,62.298592,-10.073447,2,0,1,2215000
53,1944,54.810776,11.621541,3,2,10,2043000
53,1948,55.84333,24.894527,2,0,1,2089000
53,1950,55.345051,9.6215487,3,6,1,2233000
53,1954,54.844387,12.183228,2,0,4,2209000
53,1956,53.239597,10.690108,3,6,4,2273000
53,1962,46.160954,6.908855,3,6,7,2427000
53,1966,47.576279,7.4477673,2,0,3,2454000
53,1968,48.895882,-5.5506468,3,0,1,2503000
53,1972,65.488075,-3.8523674,2,0,1,2658646
53,1974,43.547813,-0.48433244,3,0,4,2734768
53,1978,75.640961,32.6273,2,0,1,2917336
53,1980,44.785191,-9.9216614,3,0,1,3025290
53,1984,83.175316,52.21418,2,0,4,3285533
53,1986,38.190762,-10.429621,3,0,4,3252735
53,1990,40.076237,66.350624,2,0,7,3147105
53,1992,31.277647,-20.358572,3,0,7,3204174
53,1996,36.309925,-16.603809,2,,,3289634
53,1998,41.244888,-35.102879,3,,,3339478
53,2002,39.183884,-20.992241,2,,,3489080
53,2004,26.133188,-11.520439,3,,,3525233
53,2008,,-17.495966,2,,,3668976
53,2010,,-44.503517,3,,,3751351
54,1916,68.032349,9.6730118,1,3,1,2304000
54,1918,57.310287,24.348965,2,0,4,2288000
54,1922,59.323345,36.064693,1,3,4,2424000
54,1928,63.394905,18.646694,1,3,7,2624000
54,1934,70.804092,27.582281,1,3,10,2784000
54,1940,66.596863,41.616337,1,3,13,2935000
54,1942,65.32502,47.364628,2,0,3,2939000
54,1946,74.186333,40.426594,1,3,16,3074000
54,1948,69.959732,31.877958,2,5,1,3216000
54,1952,79.001961,53.311054,1,7,1,3352000
54,1954,71.74971,39.91946,2,5,4,3359000
54,1958,53.62146,59.988396,1,7,4,3471000
54,1964,47.387291,7.2430134,1,7,7,3771000
54,1966,37.84581,-11.444571,2,0,1,3822000
54,1970,52.455021,-3.900218,1,4,1,3926018
54,1972,40.29306,-23.702217,2,0,4,4094611
54,1976,61.924297,5.4431915,1,0,1,4346928
54,1978,60.714085,-15.246373,2,0,7,4486314
54,1982,65.088913,23.850975,1,0,4,4646041
54,1984,67.72332,26.91588,2,4,1,4686737
54,1988,42.094555,30.566221,1,0,7,4822437
54,1994,32.207188,-14.257177,1,,,5163016
54,1996,44.34277,-24.547466,2,,,5313576
54,2000,47.989227,-32.888504,1,,,5689427
54,2002,31.644014,-9.9319849,2,,,5795918
54,2006,,-2.7231872,1,,,6088766
54,2008,,-33.50021,2,,,6247411
56,1916,51.146107,-1.9666016,1,2,1,1414000
56,1918,47.72229,-8.1317158,2,0,2,1438000
56,1922,49.182026,3.5512388,1,4,1,1498000
56,1924,61.908001,-3.1945527,2,0,1,1577000
56,1928,55.136776,-1.4936388,1,0,1,1696000
56,1930,59.084648,24.049736,2,4,4,1733000
56,1934,56.326042,10.735756,1,0,1,1771000
56,1940,50.325554,12.65209,1,0,1,1907000
56,1942,56.991863,-10.729721,2,0,1,1831000
56,1946,53.620064,0.65110922,1,0,4,1826000
56,1948,54.820007,13.983727,2,5,10,1899000
56,1958,67.66835,18.385777,1,3,1,1845000
56,1960,59.510483,10.67498,2,7,3,1860000
56,1964,77.636253,35.336697,1,3,4,1797000
56,1966,66.450226,19.020962,2,7,6,1775000
56,1970,100,55.272507,1,3,7,1744237
56,1972,50.478058,32.900452,2,7,9,1797648
56,1976,68.487602,100,1,3,10,1879503
56,1978,51.817608,0.95611513,2,7,12,1923395
56,1982,64.767937,37.724167,1,3,13,1949604
56,1984,68.323174,4.0920076,2,0,1,1927697
56,1988,69.011673,29.535875,1,3,16,1830215
56,1990,76.647964,36.646343,2,0,4,1792481
56,1994,77.75193,38.023357,1,,,1818490
56,1996,63.111351,53.295921,2,,,1818983
56,2000,64.424072,57.59623,1,,,1808193
56,2002,63.727028,26.22271,2,,,1805414
56,2008,,27.470997,2,,,1840310
61,1914,44.832619,25.419394,3,0,3,253000
61,1916,65.032745,15.97369,1,0,4,282000
61,1920,58.337696,-10.334757,3,0,1,340000
61,1922,54.24744,30.065489,1,0,7,360000
61,1926,66.667862,16.675388,3,8,1,403000
61,1928,72.02726,8.4948778,1,0,10,422000
61,1932,76.521851,34.606098,3,8,4,426000
61,1934,71.611008,46.393742,1,0,13,428000
61,1938,69.367867,53.043701,3,8,7,466000
61,1940,69.18074,43.630539,1,0,1,499000
61,1944,62.804443,38.735737,3,8,10,610000
61,1946,48.693672,39.051437,1,0,4,616000
61,1950,61.386532,25.608885,3,8,13,750000
61,1952,43.944107,-2.6126533,1,0,1,842000
61,1956,54.940498,22.77306,3,8,16,1053000
61,1958,48.572914,-12.111792,1,0,4,1193000
61,1962,42.783653,9.8809986,3,8,19,1471000
61,1964,44.020046,-2.8541684,1,0,1,1556000
61,1968,41.737602,-14.432693,3,0,7,1682000
61,1970,54.010876,-11.959902,1,0,4,1775399
61,1974,48.38179,-16.524796,3,0,10,2223196
61,1976,56.910973,10.67147,1,0,1,2346157
61,1980,39.512886,-1.0751069,3,0,13,2718215
61,1982,56.709393,16.60775,1,0,4,2889861
61,1986,31.570541,-20.961943,3,2,1,3308262
61,1988,39.543007,15.657952,1,0,7,3535183
61,1992,27.161694,-24.24469,3,2,4,3867333
61,1994,0,-14.162689,1,,,4147561
61,1998,20.62047,-41.583073,3,,,4667277
61,2000,43.499397,-79.322525,1,,,5130247
61,2004,34.651245,-56.118565,3,,,5652404
61,2006,,-9.8414183,1,,,6029141
61,2010,,-24.208828,3,,,6392017
62,1914,39.307102,1.306805,3,0,3,846000
62,1918,43.894913,-1.5522867,2,0,1,906000
62,1924,55.848957,-6.2979102,2,0,4,1014000
62,1930,63.450371,13.197226,2,0,1,1040000
62,1932,58.242268,6.4163446,3,0,2,1066000
62,1936,50.23418,28.202707,2,0,1,1090000
62,1942,66.791801,1.0477692,2,0,4,1113000
62,1944,46.746605,-12.826768,3,0,3,1137000
62,1948,48.676548,34.43301,2,0,7,1263000
62,1950,50.21743,-6.5067887,3,0,6,1325000
62,1954,46.01963,-2.6469083,2,0,1,1493000
62,1956,45.57645,0.43486655,3,2,1,1625000
62,1960,41.931709,-7.5002103,2,0,4,1754000
62,1962,41.447369,-7.9989343,3,1,1,1899000
62,1966,49.405945,-16.084286,2,0,7,2007000
62,1968,57.232521,-17.105261,3,1,4,2120000
62,1972,40.315815,1.0353178,2,0,1,2404619
62,1974,50.334995,17.737082,3,0,1,2541406
62,1978,34.621967,-18.354269,2,3,1,2766748
62,1980,49.915855,1.6371399,3,0,4,2889964
62,1984,41.655716,-29.626392,2,3,4,3169992
62,1986,51.77676,1.5515447,3,6,1,3237450
62,1990,46.107437,-14.020911,2,5,1,3303862
62,1996,45.769241,-4.9485893,2,,,3812716
62,1998,51.30061,-27.471849,3,,,3968967
62,2002,52.795929,-4.438868,2,,,4490406
62,2008,,10.304231,2,,,4889730
62,2010,,1.6283482,3,,,5029196
63,1918,20.063057,-34.4263,2,0,7,405000
63,1920,24.99221,-8.1652403,3,0,2,433000
63,1924,27.583525,-59.432793,2,0,10,434000
63,1930,36.641777,-44.832954,2,0,13,447000
63,1932,54.660023,13.399371,3,0,1,459000
63,1938,51.127373,9.7828417,3,2,1,513000
63,1944,38.318512,2.2547483,3,0,1,529000
63,1950,56.200714,-23.362974,3,0,1,589000
63,1954,47.740467,-25.674889,2,4,6,600000
63,1956,54.739052,17.45812,3,0,1,628000
63,1962,60.262753,9.4781036,3,0,4,692000
63,1966,45.51424,-10.767022,2,0,4,689000
63,1968,56.071735,20.525503,3,0,7,695000
63,1972,31.612045,-6.7476959,2,3,1,763237
63,1974,48.775269,13.934099,3,0,10,807990
63,1978,25.99688,-36.775909,2,3,4,910690
63,1980,48.443554,-0.96941292,3,4,1,943935
63,1984,38.70879,-46.188274,2,3,7,990839
63,1986,43.476334,-3.1128912,3,4,4,990224
63,1990,39.905235,-22.582424,2,5,1,1011882
63,1992,28.393015,-13.047329,3,0,1,1066490
63,1996,32.548515,-17.116722,2,,,1187706
63,1998,0,-41.1427,3,,,1230923
63,2002,34.105122,-32.613377,2,,,1340372
63,2004,24.927591,-99.179253,3,,,1391802
